order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O00745,2/8/2025,C0786,P0668,S041,In-Store,1.00,153.87,0.05,146.18
O00746,8/14/2024,C0588,P0726,S045,In-Store,2.00,268.98,0.05,511.06
O00747,3/22/2024,C0151,P0422,S006,In-Store,1.00,221.49,0.00,221.49
O00748,12/30/2023,C0040,P0260,S004,In-Store,1.00,116.29,0.10,104.66
O00749,8/3/2023,C0235,P0427,,Online,1.00,219.82,0.05,208.83
O00750,2/5/2025,C0277,P0477,S013,In-Store,1.00,202.25,0.10,182.03
O00751,4/4/2024,C0450,P0252,S024,In-Store,2.00,231.15,0.00,462.3
O00752,10/18/2024,C0761,P0427,S028,In-Store,3.00,219.82,0.20,527.57
O00753,10/15/2024,C0210,P0779,S007,In-Store,2.00,113.02,0.00,226.04
O00754,10/1/2024,C0518,P1184,S007,In-Store,2.00,32.67,0.05,62.07
O00755,2/7/2024,C0123,P1001,S022,In-Store,2.00,125.39,0.10,225.7
O00756,9/25/2024,C0215,P0185,S023,In-Store,1.00,189.67,0.20,151.74
O00757,6/25/2024,C0114,P0935,,Online,3.00,367.55,0.20,882.12
O00758,7/6/2023,C0409,P0204,S017,In-Store,2.00,200.67,0.10,361.21
O00759,8/31/2024,C0444,P0615,,Online,3.00,92.09,0.00,276.27
O00760,5/6/2023,C0399,P0965,,Online,1.00,264.41,0.10,237.97
O00761,5/12/2023,C0331,P0092,,Online,3.00,210.05,0.05,598.64
O00762,8/23/2024,C0009,P0262,S008,In-Store,2.00,48.10,0.20,76.96
O00763,3/18/2024,C0062,P0498,S055,In-Store,2.00,35.81,0.10,64.46
O00764,9/23/2023,C0424,P0322,S011,In-Store,2.00,40.71,0.05,77.35
O00765,5/13/2023,C0684,P0371,S059,In-Store,1.00,229.56,0.00,229.56
O00766,3/26/2024,C0030,P1018,,Online,3.00,167.01,0.20,400.82
O00767,4/22/2024,C0271,P0657,,Online,2.00,29.04,0.00,58.08
O00768,9/11/2023,C0481,P0070,S009,In-Store,1.00,235.00,0.20,188
O00769,10/27/2023,C0386,P1075,,Online,1.00,285.01,0.00,285.01
O00770,6/14/2023,C0228,P0188,S004,In-Store,1.00,302.59,0.00,302.59
O00771,2/15/2024,C0475,P0850,S034,In-Store,2.00,321.09,0.20,513.74
O00772,3/12/2025,C0617,P0001,S030,In-Store,1.00,13.26,0.10,11.93
O00773,11/17/2024,C0672,P1105,S039,In-Store,3.00,14.96,0.00,44.88
O00774,2/16/2025,C0766,P1169,,Online,1.00,50.90,0.05,48.35
O00775,10/8/2024,C0146,P0461,S047,In-Store,2.00,201.11,0.00,402.22
O00776,9/4/2024,C0289,P0215,,Online,1.00,203.42,0.10,183.08
O00777,3/21/2025,C0675,P0616,S029,In-Store,2.00,285.94,0.10,514.69
O00778,1/31/2024,C0134,P0671,S042,In-Store,1.00,50.49,0.05,47.97
O00779,10/16/2023,C0035,P0788,S050,In-Store,2.00,154.90,0.05,294.31
O00780,3/20/2024,C0014,P0292,S053,In-Store,1.00,106.04,0.05,100.74
O00781,10/15/2023,C0330,P0023,S030,In-Store,3.00,97.03,0.10,261.98
O00782,1/7/2024,C0591,P0830,S013,In-Store,3.00,200.01,0.20,480.02
O00783,11/11/2024,C0558,P0900,,Online,2.00,18.92,0.10,34.06
O00784,4/4/2024,C0526,P0690,S057,In-Store,1.00,140.54,0.05,133.51
O00785,3/29/2025,C0499,P1124,S006,In-Store,2.00,67.07,0.10,120.73
O00786,4/9/2024,C0269,P0129,S027,In-Store,1.00,27.78,0.00,27.78
O00787,2/25/2024,C0129,P0193,,Online,2.00,62.96,0.20,100.74
O00788,7/11/2023,C0123,P1127,S008,In-Store,3.00,119.95,0.10,323.87
O00789,1/28/2025,C0446,P1133,S005,In-Store,3.00,53.96,0.05,153.79
O00790,1/20/2025,C0523,P0399,,Online,1.00,64.47,0.05,61.25
O00791,10/27/2024,C0203,P0724,S049,In-Store,2.00,171.56,0.05,325.96
O00792,10/13/2023,C0543,P1075,,Online,1.00,285.01,0.10,256.51
O00793,3/26/2025,C0710,P1087,,Online,2.00,36.72,0.05,69.77
O00794,10/7/2023,C0169,P0463,S048,In-Store,2.00,192.98,0.05,366.66
O00795,7/12/2023,C0624,P0868,S017,In-Store,1.00,207.53,0.00,207.53
O00796,12/30/2023,C0410,P0607,S033,In-Store,1.00,12.56,0.20,10.05
O00797,3/27/2025,C0479,P0659,,Online,10.00,218.60,0.10,1967.4
O00798,5/8/2024,C0257,P1138,S013,In-Store,1.00,111.59,0.00,111.59
O00799,11/1/2023,C0420,P0287,,Online,1.00,300.41,0.05,285.39
O00800,10/29/2024,C0248,P0801,S041,In-Store,2.00,38.24,0.20,61.18
O00801,10/4/2023,C0198,P0509,S004,In-Store,2.00,222.66,0.05,423.05
O00802,9/18/2024,C0282,P0287,S007,In-Store,1.00,300.41,0.05,285.39
O00803,6/18/2023,C0145,P0564,S000,In-Store,1.00,331.22,0.00,331.22
O00804,5/22/2023,C0536,P0210,S038,In-Store,3.00,193.02,0.20,463.25
O00805,12/17/2023,C0448,P0611,S034,In-Store,3.00,121.34,0.20,291.22
O00806,4/28/2024,C0772,P0699,S017,In-Store,1.00,30.55,0.00,30.55
O00807,10/6/2023,C0261,P0231,S027,In-Store,1.00,103.03,0.05,97.88
O00808,2/12/2024,C0708,P0997,S014,In-Store,2.00,173.80,0.00,347.6
O00809,1/6/2025,C0749,P0742,,Online,1.00,237.50,0.20,190
O00810,1/26/2025,C0442,P0863,,Online,1.00,109.70,0.00,109.7
O00811,5/16/2024,C0286,P0564,S040,In-Store,2.00,331.22,0.10,596.2
O00812,6/2/2024,C0257,P0730,,Online,1.00,179.11,0.00,179.11
O00813,7/12/2024,C0497,P0497,S014,In-Store,3.00,54.61,0.20,131.06
O00814,7/26/2023,C0106,P0999,S053,In-Store,2.00,185.46,0.20,296.74
O00815,8/25/2023,C0683,P0783,,Online,1.00,59.11,0.00,59.11
O00816,6/27/2023,C0059,P0201,S007,In-Store,1.00,63.70,0.05,60.52
O00817,12/9/2024,C0688,P0863,S045,In-Store,1.00,109.70,0.00,109.7
O00818,8/24/2024,C0373,P0901,S036,In-Store,1.00,257.18,0.00,257.18
O00819,5/4/2023,C0643,P0884,S001,In-Store,3.00,173.32,0.05,493.96
O00820,5/19/2023,C0024,P0673,,Online,2.00,17.35,0.20,27.76
O00821,12/28/2023,C0746,P0935,S016,In-Store,2.00,367.55,0.10,661.59
O00822,9/16/2023,C0352,P0721,S015,In-Store,2.00,255.39,0.10,459.7
O00823,10/16/2023,C0048,P0664,S040,In-Store,1.00,191.74,0.10,172.57
O00824,7/27/2024,C0164,P0428,S055,In-Store,2.00,290.61,0.10,523.1
O00825,7/22/2024,C0771,P0713,S011,In-Store,1.00,175.75,0.20,140.6
O00826,3/18/2025,C0341,P0720,S047,In-Store,2.00,246.29,0.05,467.95
O00827,6/3/2023,C0313,P0207,S005,In-Store,1.00,176.19,0.20,140.95
O00828,6/6/2024,C0509,P0381,S012,In-Store,1.00,169.30,0.10,152.37
O00829,9/6/2023,C0497,P0718,S028,In-Store,1.00,73.40,0.10,66.06
O00830,7/4/2024,C0172,P0661,,Online,2.00,104.14,0.05,197.87
O00831,9/2/2023,C0518,P1147,,Online,2.00,262.37,0.05,498.5
O00832,1/2/2025,C0712,P0155,,Online,1.00,114.52,0.00,114.52
O00833,1/19/2025,C0679,P0828,S009,In-Store,1.00,33.22,0.10,29.9
O00834,8/9/2023,C0406,P0272,S006,In-Store,1.00,43.92,0.10,39.53
O00835,9/3/2023,C0084,P0663,S028,In-Store,1.00,164.71,0.00,164.71
O00836,2/27/2025,C0158,P0560,,Online,2.00,59.02,0.05,112.14
O00837,9/22/2023,C0224,P0502,S028,In-Store,1.00,256.28,0.05,243.47
O00838,4/11/2024,C0303,P0499,S054,In-Store,1.00,265.43,0.20,212.34
O00839,10/27/2023,C0424,P1139,S036,In-Store,1.00,222.83,0.05,211.69
O00840,6/8/2024,C0531,P1189,S036,In-Store,1.00,252.18,0.20,201.74
O00841,6/13/2023,C0723,P0745,S016,In-Store,1.00,16.81,0.20,13.45
O00842,4/3/2024,C0240,P0655,S004,In-Store,1.00,25.85,0.05,24.56
O00843,10/2/2023,C0719,P0505,S037,In-Store,2.00,231.34,0.05,439.55
O00844,7/28/2023,C0797,P1039,S034,In-Store,3.00,171.77,0.10,463.78
O00845,12/13/2023,C0618,P0466,S045,In-Store,2.00,135.41,0.05,257.28
O00846,11/28/2024,C0588,P0108,S028,In-Store,1.00,29.29,0.20,23.43
O00847,6/6/2024,C0066,P0350,,Online,2.00,169.74,0.20,271.58
O00848,11/28/2023,C0058,P0711,S045,In-Store,1.00,261.54,0.05,248.46
O00849,7/11/2023,C0362,P0133,S017,In-Store,1.00,50.24,0.10,45.22
O00850,3/16/2025,C0745,P0056,,In-Store,1.00,103.48,0.20,82.78
O00851,1/9/2025,C0136,P0811,,Online,1.00,13.23,0.20,10.58
O00852,2/15/2025,C0713,P0623,S036,In-Store,1.00,122.49,0.20,97.99
O00853,7/16/2024,C0552,P0199,S000,In-Store,2.00,115.92,0.00,231.84
O00854,2/18/2025,C0366,P1124,,Online,1.00,67.07,0.00,67.07
O00855,2/16/2025,C0542,P0847,S046,In-Store,1.00,292.23,0.05,277.62
O00856,1/27/2024,C0615,P0367,S001,In-Store,1.00,201.12,0.20,160.9
O00857,5/11/2024,C0339,P0182,,Online,2.00,60.65,0.20,97.04
O00858,10/11/2023,C0701,P0793,S024,In-Store,1.00,273.34,0.20,218.67
O00859,9/13/2023,C0351,P0374,,Online,2.00,190.53,0.10,342.95
O00860,9/6/2024,C0440,P0516,S011,In-Store,1.00,242.91,0.10,218.62
O00861,7/12/2024,C0232,P0719,S040,In-Store,1.00,330.88,0.00,330.88
O00862,3/3/2025,C0769,P0192,S001,In-Store,1.00,195.65,0.00,195.65
O00863,1/19/2025,C0060,P0764,,Online,1.00,241.25,0.00,241.25
O00864,11/28/2023,C0541,P0025,,Online,2.00,83.70,0.20,133.92
O00865,5/29/2024,C0581,P1153,S004,In-Store,2.00,152.80,0.05,290.32
O00866,4/17/2023,C0635,P1020,,Online,2.00,45.93,0.05,87.27
O00867,2/18/2025,C0099,P0316,S036,In-Store,2.00,150.05,0.05,285.1
O00868,1/13/2025,C0723,P0363,S052,In-Store,1.00,382.32,0.20,305.86
O00869,1/27/2025,C0039,P1100,S050,In-Store,1.00,74.54,0.00,74.54
O00870,8/15/2024,C0319,P0596,,Online,1.00,291.59,0.05,277.01
O00871,10/23/2024,C0171,P0204,S038,In-Store,3.00,200.67,0.05,571.91
O00872,11/23/2023,C0345,P0931,S035,In-Store,1.00,121.97,0.20,97.58
O00873,5/26/2023,C0119,P1135,,Online,2.00,65.37,0.05,124.2
O00874,1/11/2024,C0245,P1005,,Online,2.00,126.49,0.20,202.38
O00875,8/17/2023,C0060,P0983,S058,In-Store,3.00,149.62,0.00,448.86
O00876,4/30/2023,C0093,P0656,S036,In-Store,1.00,192.95,0.20,154.36
O00877,6/5/2024,C0658,P0411,,Online,2.00,232.21,0.05,441.2
O00878,9/20/2024,C0202,P0599,S027,In-Store,4.00,131.38,0.20,420.42
O00879,4/14/2024,C0084,P1004,,Online,1.00,232.49,0.00,232.49
O00880,11/15/2023,C0495,P0796,S050,In-Store,1.00,87.96,0.10,79.16
O00881,3/31/2025,C0715,P0112,S002,In-Store,1.00,314.05,0.05,298.35
O00882,9/1/2024,C0314,P1124,,In-Store,2.00,67.07,0.05,127.43
O00883,9/10/2024,C0756,P0098,S003,In-Store,1.00,120.73,0.10,108.66
O00884,10/21/2023,C0360,P1101,,Online,1.00,27.41,0.20,21.93
O00885,10/3/2023,C0536,P0365,S043,In-Store,2.00,251.05,0.00,502.1
O00886,4/15/2024,C0101,P0936,S057,In-Store,2.00,168.37,0.05,319.9
O00887,8/30/2024,C0074,P0416,S036,In-Store,2.00,166.68,0.00,333.36
O00888,11/5/2023,C0390,P0421,S007,In-Store,20.00,322.09,0.10,5797.6
O00889,11/1/2024,C0246,P0677,S024,In-Store,3.00,244.62,0.05,697.17
O00890,4/12/2024,C0411,P0091,,Online,1.00,27.29,0.05,25.93
O00891,12/10/2023,C0264,P0865,S045,In-Store,1.00,142.08,0.10,127.87
O00892,1/30/2024,C0669,P0558,S000,In-Store,1.00,178.04,0.20,142.43
O00893,2/9/2025,C0386,P0569,S012,In-Store,2.00,18.44,0.20,29.5
O00894,1/1/2024,C0010,P0809,,Online,2.00,127.42,0.20,203.87
O00895,9/12/2024,C0706,P0456,,Online,2.00,238.72,0.00,477.44
O00896,9/10/2023,C0698,P1000,,Online,3.00,144.44,0.10,389.99
O00897,9/1/2024,C0757,P0525,S045,In-Store,1.00,9.95,0.20,7.96
O00898,11/23/2023,C0293,P0583,S016,In-Store,3.00,13.60,0.00,40.8
O00899,2/8/2025,C0404,P0413,S035,In-Store,3.00,161.51,0.20,387.62
O00900,9/27/2024,C0530,P0073,S006,In-Store,2.00,10.30,0.00,20.6
O00901,10/7/2024,C0397,P0377,,Online,3.00,119.09,0.00,357.27
O00902,5/18/2023,C0630,P0759,S009,In-Store,1.00,71.59,0.20,57.27
O00903,11/29/2024,C0042,P1031,S012,In-Store,1.00,119.03,0.05,113.08
O00904,10/4/2024,C0044,P1164,,Online,1.00,70.62,0.05,67.09
O00905,3/2/2024,C0256,P0359,S012,In-Store,2.00,86.22,0.00,172.44
O00906,5/31/2023,C0156,P0597,S014,In-Store,1.00,105.66,0.05,100.38
O00907,11/27/2024,C0343,P0898,,Online,2.00,204.25,0.20,326.8
O00908,1/27/2024,C0251,P1082,,Online,3.00,35.93,0.05,102.4
O00909,5/3/2023,C0325,P0116,,Online,2.00,196.71,0.00,393.42
O00910,1/5/2025,C0547,P0035,S010,In-Store,2.00,270.68,0.10,487.22
O00911,2/9/2025,C0146,P0212,S000,In-Store,10.00,313.84,0.20,2510.7
O00912,7/31/2024,C0059,P0793,S007,In-Store,1.00,273.34,0.05,259.67
O00913,12/3/2023,C0036,P1154,S001,In-Store,3.00,111.20,0.20,266.88
O00914,1/9/2025,C0660,P0790,,Online,2.00,70.22,0.20,112.35
O00915,3/6/2025,C0766,P0486,S039,In-Store,1.00,92.81,0.10,83.53
O00916,10/23/2024,C0651,P0931,S057,In-Store,1.00,121.97,0.05,115.87
O00917,2/22/2025,C0368,P0458,,Online,1.00,296.72,0.05,281.88
O00918,9/29/2023,C0397,P0526,S023,In-Store,1.00,197.85,0.00,197.85
O00919,3/9/2024,C0307,P0294,,Online,3.00,139.28,0.20,334.27
O00920,10/4/2024,C0554,P0464,S008,In-Store,1.00,30.50,0.10,27.45
O00921,4/30/2023,C0415,P0862,S029,In-Store,2.00,105.88,0.20,169.41
O00922,1/4/2025,C0397,P0949,S020,In-Store,3.00,65.96,0.20,158.3
O00923,2/20/2025,C0542,P0421,,Online,1.00,322.09,0.05,305.99
O00924,5/21/2023,C0746,P0744,S035,In-Store,2.00,190.33,0.20,304.53
O00925,7/5/2024,C0314,P0437,S030,In-Store,2.00,31.48,0.00,62.96
O00926,1/31/2025,C0463,P0615,S049,In-Store,2.00,92.09,0.20,147.34
O00927,10/16/2024,C0222,P0691,S010,In-Store,4.00,258.99,0.20,828.77
O00928,10/19/2024,C0442,P0369,S001,In-Store,1.00,314.41,0.05,298.69
O00929,10/4/2024,C0683,P0352,,Online,3.00,289.95,0.05,826.36
O00930,7/9/2024,C0588,P0405,,Online,1.00,226.02,0.10,203.42
O00931,4/19/2024,C0756,P0267,S031,In-Store,2.00,349.07,0.10,628.33
O00932,8/30/2023,C0781,P1086,S056,In-Store,2.00,80.63,0.00,161.26
O00933,7/6/2023,C0636,P0133,,Online,1.00,50.24,0.00,50.24
O00934,7/6/2023,C0054,P0678,S020,In-Store,2.00,109.85,0.10,197.73
O00935,6/28/2024,C0154,P0436,S004,In-Store,1.00,141.00,0.10,126.9
O00936,4/1/2025,C0323,P1194,S028,In-Store,2.00,50.75,0.20,81.2
O00937,11/16/2024,C0179,P0593,S051,In-Store,2.00,71.58,0.05,136
O00938,3/15/2024,C0155,P0334,S034,In-Store,2.00,135.83,0.20,217.33
O00939,3/17/2024,C0565,P0961,S017,In-Store,3.00,123.39,0.05,351.66
O00940,7/4/2023,C0679,P0300,S006,In-Store,2.00,138.12,0.00,276.24
O00941,9/13/2023,C0390,P0968,S010,In-Store,2.00,177.96,0.00,355.92
O00942,1/5/2024,C0371,P0903,S011,In-Store,1.00,221.79,0.20,177.43
O00943,9/14/2023,C0503,P1160,S021,In-Store,1.00,153.34,0.00,153.34
O00944,1/3/2025,C0070,P0362,,Online,3.00,149.41,0.10,403.41
O00945,8/10/2024,C0153,P0227,S050,In-Store,3.00,252.06,0.05,718.37
O00946,4/3/2024,C0328,P0598,S017,In-Store,1.00,169.19,0.00,169.19
O00947,10/10/2023,C0506,P0032,S037,In-Store,2.00,175.11,0.20,280.18
O00948,6/23/2024,C0373,P0517,,Online,1.00,203.43,0.10,183.09
O00949,12/12/2023,C0024,P1002,S010,In-Store,3.00,97.52,0.00,292.56
O00950,7/2/2023,C0717,P0627,,Online,2.00,122.00,0.20,195.2
O00951,5/29/2023,C0279,P0938,S021,In-Store,3.00,186.04,0.00,558.12
O00952,4/16/2023,C0639,P0021,S001,In-Store,1.00,77.31,0.10,69.58
O00953,12/21/2024,C0481,P0778,,In-Store,1.00,49.55,0.10,44.59
O00954,12/9/2024,C0343,P0751,S054,In-Store,2.00,186.43,0.20,298.29
O00955,6/16/2023,C0350,P0271,S046,In-Store,2.00,26.58,0.10,47.84
O00956,4/9/2025,C0500,P0576,,Online,1.00,323.53,0.20,258.82
O00957,1/21/2025,C0086,P0652,S057,In-Store,1.00,171.03,0.00,171.03
O00958,3/27/2024,C0131,P0219,,Online,2.00,125.63,0.05,238.7
O00959,8/23/2024,C0157,P1171,S049,In-Store,2.00,230.62,0.00,461.24
O00960,4/25/2023,C0009,P0027,S021,In-Store,1.00,236.79,0.00,236.79
O00961,5/10/2024,C0641,P0943,S021,In-Store,3.00,181.12,0.00,543.36
O00962,5/20/2024,C0057,P0284,,Online,3.00,19.54,0.00,58.62
O00963,5/3/2023,C0735,P0187,,Online,2.00,246.22,0.05,467.82
O00964,6/30/2023,C0734,P0162,S040,In-Store,2.00,252.67,0.05,480.07
O00965,2/26/2025,C0202,P1014,S011,In-Store,2.00,184.27,0.20,294.83
O00966,7/19/2024,C0692,P0528,S003,In-Store,1.00,102.08,0.20,81.66
O00967,7/5/2023,C0006,P0162,,Online,2.00,252.67,0.05,480.07
O00968,11/8/2024,C0555,P1178,S044,In-Store,1.00,63.25,0.00,63.25
O00969,1/28/2025,C0077,P0385,,Online,2.00,158.79,0.10,285.82
O00970,1/28/2024,C0233,P0332,S053,In-Store,1.00,159.70,0.10,143.73
O00971,6/26/2023,C0518,P0584,,Online,3.00,90.01,0.10,243.03
O00972,4/5/2025,C0753,P0493,S041,In-Store,1.00,178.11,0.10,160.3
O00973,5/5/2024,C0165,P0132,,Online,1.00,63.30,0.20,50.64
O00974,4/9/2024,C0750,P0123,S052,In-Store,1.00,159.16,0.20,127.33
O00975,2/2/2024,C0782,P0913,,Online,1.00,211.23,0.00,211.23
O00976,5/30/2023,C0789,P0740,S038,In-Store,3.00,149.47,0.00,448.41
O00977,2/7/2024,C0744,P0653,S047,In-Store,1.00,62.89,0.20,50.31
O00978,5/25/2023,C0307,P1001,S047,In-Store,3.00,125.39,0.05,357.36
O00979,2/3/2025,C0174,P0087,S026,In-Store,2.00,222.39,0.20,355.82
O00980,7/12/2023,C0332,P0825,S057,In-Store,1.00,138.88,0.20,111.1
O00981,9/29/2024,C0145,P0789,S001,In-Store,1.00,77.75,0.05,73.86
O00982,5/4/2024,C0390,P0305,S000,In-Store,3.00,89.57,0.20,214.97
O00983,11/22/2023,C0677,P0353,,Online,1.00,157.81,0.05,149.92
O00984,6/25/2023,C0016,P0801,S017,In-Store,1.00,38.24,0.10,34.42
O00985,12/25/2024,C0509,P0803,,Online,3.00,180.46,0.10,487.24
O00986,4/10/2025,C0498,P1022,S017,In-Store,2.00,146.67,0.05,278.67
O00987,6/11/2024,C0681,P0122,S006,In-Store,1.00,83.05,0.00,83.05
O00988,7/27/2023,C0722,P0976,S009,In-Store,2.00,290.20,0.05,551.38
O00989,11/8/2023,C0506,P0443,S000,In-Store,1.00,283.37,0.10,255.03
O00990,4/12/2024,C0346,P0636,S027,In-Store,3.00,168.98,0.00,506.94
O00991,2/9/2025,C0542,P0577,S023,In-Store,3.00,309.01,0.05,880.68
O00992,7/1/2024,C0484,P0129,,Online,2.00,27.78,0.10,50
O00993,3/8/2025,C0214,P0668,S058,In-Store,2.00,153.87,0.10,276.97
O00994,1/31/2025,C0487,P0574,S036,In-Store,3.00,224.11,0.10,605.1
O00995,6/26/2024,C0130,P0659,S036,In-Store,1.00,218.60,0.05,207.67
O00996,2/2/2025,C0624,P0485,S015,In-Store,1.00,23.82,0.20,19.06
O00997,5/2/2023,C0019,P0641,S006,In-Store,2.00,240.92,0.20,385.47
O00998,2/15/2025,C0638,P0658,,Online,4.00,136.72,0.20,437.5
O00999,6/18/2023,C0745,P0544,,Online,1.00,312.32,0.20,249.86
O01000,7/16/2023,C0698,P0565,S023,In-Store,1.00,129.36,0.00,129.36
O01001,1/18/2024,C0228,P0006,S052,In-Store,2.00,233.12,0.20,372.99
O01002,12/31/2023,C0396,P0558,S031,In-Store,1.00,178.04,0.10,160.24
O01003,12/28/2023,C0549,P0409,S041,In-Store,1.00,263.72,0.05,250.53
O01004,4/12/2023,C0611,P0246,,Online,3.00,40.00,0.00,120
O01005,5/18/2023,C0199,P1072,S018,In-Store,4.00,200.65,0.05,762.47
O01006,4/28/2023,C0433,P0022,,Online,2.00,124.36,0.05,236.28
O01007,2/17/2024,C0025,P0059,S048,In-Store,1.00,37.27,0.20,29.82
O01008,10/29/2023,C0476,P0302,S024,In-Store,1.00,32.61,0.05,30.98
O01009,6/17/2024,C0776,P0643,,Online,2.00,252.43,0.10,454.37
O01010,11/10/2024,C0202,P0928,,Online,3.00,175.55,0.05,500.32
O01011,1/20/2025,C0017,P0253,,Online,2.00,284.82,0.10,512.68
O01012,11/14/2023,C0377,P0290,S046,In-Store,1.00,209.97,0.20,167.98
O01013,4/25/2024,C0643,P0889,S025,In-Store,1.00,13.19,0.05,12.53
O01014,1/23/2025,C0778,P0070,S020,In-Store,1.00,235.00,0.00,235
O01015,11/11/2023,C0057,P0270,,In-Store,2.00,245.33,0.00,490.66
O01016,5/2/2023,C0104,P1070,,Online,2.00,20.86,0.05,39.63
O01017,8/24/2024,C0368,P0731,S026,In-Store,1.00,138.18,0.10,124.36
O01018,9/16/2023,C0504,P0820,S033,In-Store,3.00,310.73,0.20,745.75
O01019,7/26/2024,C0405,P0317,S005,In-Store,2.00,171.54,0.05,325.93
O01020,1/4/2025,C0118,P0534,,Online,3.00,53.64,0.00,160.92
O01021,1/7/2025,C0571,P0049,,Online,1.00,186.29,0.05,176.98
O01022,9/14/2023,C0043,P0448,S017,In-Store,1.00,117.04,0.05,111.19
O01023,5/14/2023,C0140,P1025,S024,In-Store,1.00,121.03,0.20,96.82
O01024,6/17/2023,C0783,P0593,S042,In-Store,2.00,71.58,0.20,114.53
O01025,4/1/2025,C0041,P0409,S013,In-Store,3.00,263.72,0.05,751.6
O01026,4/23/2024,C0007,P0715,S037,In-Store,2.00,377.17,0.10,678.91
O01027,7/30/2024,C0168,P0813,,Online,1.00,126.97,0.00,126.97
O01028,2/6/2025,C0762,P0576,,Online,1.00,323.53,0.10,291.18
O01029,5/27/2024,C0163,P0412,S016,In-Store,3.00,108.31,0.10,292.44
O01030,6/5/2024,C0266,P0804,,Online,1.00,74.98,0.10,67.48
O01031,8/22/2023,C0456,P1048,S013,In-Store,3.00,60.30,0.05,171.85
O01032,11/29/2023,C0396,P0218,S055,In-Store,1.00,184.74,0.05,175.5
O01033,6/5/2023,C0583,P0611,S043,In-Store,3.00,121.34,0.05,345.82
O01034,6/14/2024,C0310,P0739,S041,In-Store,2.00,144.18,0.05,273.94
O01035,4/7/2025,C0258,P0444,S019,In-Store,1.00,32.76,0.00,32.76
O01036,5/26/2023,C0185,P0683,,Online,1.00,27.06,0.20,21.65
O01037,11/6/2023,C0468,P0800,S010,In-Store,1.00,100.39,0.20,80.31
O01038,10/11/2023,C0611,P0584,S042,In-Store,2.00,90.01,0.05,171.02
O01039,11/11/2023,C0109,P0000,S039,In-Store,2.00,64.65,0.00,129.3
O01040,12/22/2024,C0280,P0000,S024,In-Store,1.00,64.65,0.05,61.42
O01041,10/10/2023,C0376,P0440,S027,In-Store,1.00,233.08,0.10,209.77
O01042,8/16/2023,C0427,P0045,,Online,2.00,198.66,0.00,397.32
O01043,8/8/2023,C0309,P0290,,Online,1.00,209.97,0.05,199.47
O01044,9/11/2023,C0651,P0062,S059,In-Store,2.00,234.63,0.20,375.41
O01045,2/5/2024,C0115,P0176,S029,In-Store,1.00,273.81,0.10,246.43
O01046,9/11/2024,C0719,P1153,S046,In-Store,1.00,152.80,0.05,145.16
O01047,9/19/2024,C0407,P0772,,Online,1.00,121.36,0.20,97.09
O01048,9/1/2023,C0476,P0844,,Online,1.00,106.04,0.00,106.04
O01049,6/9/2023,C0045,P0129,S056,In-Store,1.00,27.78,0.10,25
O01050,2/22/2025,C0736,P0981,,Online,1.00,11.42,0.10,10.28
O01051,12/15/2023,C0278,P0385,,Online,3.00,158.79,0.20,381.1
O01052,2/10/2024,C0665,P0090,S053,In-Store,1.00,242.17,0.20,193.74
O01053,9/27/2024,C0719,P1000,S045,In-Store,2.00,144.44,0.00,288.88
O01054,3/5/2025,C0090,P0752,S030,In-Store,2.00,273.69,0.05,520.01
O01055,9/26/2023,C0380,P1128,S020,In-Store,2.00,153.70,0.10,276.66
O01056,9/24/2024,C0594,P0822,S022,In-Store,1.00,79.83,0.10,71.85
O01057,10/16/2023,C0688,P1012,S026,In-Store,1.00,188.59,0.10,169.73
O01058,11/23/2023,C0088,P0518,S021,In-Store,3.00,173.43,0.10,468.26
O01059,1/11/2025,C0461,P1104,S010,In-Store,3.00,354.64,0.00,1063.92
O01060,12/14/2023,C0640,P0297,S034,In-Store,1.00,181.74,0.05,172.65
O01061,12/3/2023,C0587,P0285,S050,In-Store,1.00,86.63,0.05,82.3
O01062,7/11/2024,C0405,P0167,S056,In-Store,1.00,122.40,0.00,122.4
O01063,10/8/2023,C0557,P0085,S036,In-Store,1.00,88.88,0.00,88.88
O01064,7/25/2023,C0563,P0337,S043,In-Store,2.00,134.08,0.10,241.34
O01065,7/31/2023,C0333,P0764,S025,In-Store,1.00,241.25,0.20,193
O01066,10/2/2024,C0359,P0835,S006,In-Store,4.00,147.06,0.05,558.83
O01067,12/11/2024,C0464,P0318,S057,In-Store,3.00,80.10,0.05,228.28
O01068,7/2/2023,C0059,P1033,S031,In-Store,2.00,251.96,0.05,478.72
O01069,4/21/2023,C0711,P0627,,Online,3.00,122.00,0.20,292.8
O01070,9/26/2024,C0214,P1109,S017,In-Store,3.00,200.18,0.05,570.51
O01071,7/16/2023,C0031,P0605,,Online,1.00,216.21,0.05,205.4
O01072,6/4/2023,C0696,P0146,,Online,1.00,297.56,0.20,238.05
O01073,5/20/2023,C0432,P0732,,In-Store,2.00,186.46,0.10,335.63
O01074,10/5/2023,C0383,P0426,S039,In-Store,2.00,289.27,0.20,462.83
O01075,2/13/2025,C0607,P0085,S002,In-Store,2.00,88.88,0.20,142.21
O01076,12/16/2023,C0031,P0523,S055,In-Store,1.00,228.06,0.20,182.45
O01077,3/20/2025,C0788,P0200,S037,In-Store,1.00,213.08,0.10,191.77
